8.005000909564217171e-01,1.065488479751462991e+00,1.297088462391001285e+00,4.598399303640414715e-01,-9.297458111228396049e-01,-7.320646159137060849e-01,-9.124505270223782771e-01
-3.956713162724382477e-02,-9.385366608874590177e-01,-1.082180164918843168e+00,-5.535110273153117655e-01,-1.776242525262131389e-01,-4.028861463430604140e-01,1.564413546330374771e+00
1.793306808555298115e+00,1.065488479751462991e+00,9.345332429914062766e-01,-1.192177597384459359e-01,-9.586735633765552933e-01,-7.188974771308794809e-01,-6.802445201455580293e-01
-1.872441071809784141e+00,-9.385366608874590177e-01,-2.437712200572775822e-01,-7.706576611037452285e-01,2.562920312795330391e-01,5.253971378461620434e-01,-7.576465224378300389e-01
1.131723633879679752e-01,-9.385366608874590177e-01,-7.649443479441974114e-01,4.598399303640414715e-01,8.272551775723396839e-02,3.278900561037738637e-01,1.711775050694509526e-01
-1.948810819317390974e+00,-9.385366608874590177e-01,-8.555831527940962467e-01,-4.087466047896902155e-01,-1.450445351689733542e+00,-1.666931469494340901e+00,8.677955256999118072e-01
-9.560041017185146872e-01,1.065488479751462991e+00,-9.915413600689443330e-01,-3.363643935268783580e-01,-8.429625543616902084e-01,-5.213903953884932996e-01,1.637350048490415072e-02
1.335088323509663333e+00,1.065488479751462991e+00,-3.983390914500643115e-02,1.400808676780584960e+00,1.905173909741365579e+00,2.289793734744828946e+00,4.807855142385453751e-01
8.768698384640264409e-01,1.065488479751462991e+00,1.297088462391001285e+00,-8.430398723665569749e-01,-2.933352615410786401e-01,1.303829743613868775e-01,-6.028425178532839102e-01
-1.490592334271756192e+00,-9.385366608874590177e-01,8.212347369290328158e-01,-6.982754498409353694e-01,-2.644075092873628963e-01,-7.254810465222916172e-01,-5.254405155610097911e-01
-2.025180566824997808e+00,-9.385366608874590177e-01,-1.761971201293083711e+00,1.703110853127982882e-01,-2.173639158032643959e+00,-1.903939967585204673e+00,-2.932345086841895432e-01
5.713908484336033267e-01,1.065488479751462991e+00,3.680407126795390282e-01,-6.982754498409353694e-01,-1.486965002724967844e-01,9.664962870708283527e-01,-1.376862540776018884e+00
3.422816059107849362e-01,-9.385366608874590177e-01,-6.063264394568746996e-01,-1.915999710012569190e-01,-9.084099576506403373e-02,-2.053790646006719844e-01,9.451975279921858153e-01
1.131723633879679752e-01,1.065488479751462991e+00,-3.983390914500643115e-02,1.703110853127982882e-01,-9.084099576506403373e-02,-3.304668830375173671e-01,-6.102850180736929531e-02
9.532395859716332742e-01,-9.385366608874590177e-01,-5.383473358194506009e-01,-2.639821822640686100e-01,3.720030402943980130e-01,-1.288413466871424521e-03,1.719217550914920789e+00
-1.108743596733726244e+00,1.065488479751462991e+00,-3.797294273321277780e-01,1.690337521831830392e+00,1.876246157487647892e+00,2.263459457179179957e+00,-8.350485247301042691e-01
-1.159368791348496242e-01,-9.385366608874590177e-01,8.892138405664568035e-01,1.038897620466530114e+00,5.166418015629787863e-01,-5.016396872142523389e-01,1.564413546330374771e+00
1.487827818524873003e+00,1.065488479751462991e+00,2.547422066171655675e-01,1.183662042992153829e+00,7.191360673389933789e-01,1.038915550376369179e+00,-8.350485247301042691e-01
-8.032646067033031301e-01,-9.385366608874590177e-01,-2.211115188448049829e-01,-7.706576611037452285e-01,-7.851070498542566112e-01,-4.094697157344726612e-01,-6.028425178532839102e-01
-5.741553641804845176e-01,-9.385366608874590177e-01,-3.797294273321277780e-01,-8.430398723665569749e-01,-6.191324351134787352e-02,-2.382969115577376062e-01,7.903935234076397975e-01
-1.032373849226119411e+00,-9.385366608874590177e-01,-1.195478670981216629e+00,-9.154220836293667229e-01,-9.586735633765552933e-01,-9.098209894818554133e-01,1.637350048490415072e-02
-1.796071324302179306e+00,1.065488479751462991e+00,-4.703682321820265577e-01,2.554666278717607902e-02,-7.851070498542566112e-01,-5.543082423455566454e-01,3.259815096539970813e-01
-1.796071324302179306e+00,-9.385366608874590177e-01,-8.515331156995580020e-02,-1.915999710012569190e-01,-6.191324351134787352e-02,1.633008213184514446e-01,4.807855142385453751e-01
9.532395859716332742e-01,1.065488479751462991e+00,1.274428761178526548e+00,6.528591628109449152e-01,6.034250583241281829e-01,-9.954073915702228437e-01,-1.144656533899198525e+00
-1.337852839256542525e+00,-9.385366608874590177e-01,7.532556332916087172e-01,-4.811288160525020174e-01,-6.404682885856759489e-01,-3.963025769516460572e-01,-1.384305040996428038e-01
-1.414222586764149359e+00,1.065488479751462991e+00,-2.664309212697543727e-01,-8.430398723665569749e-01,-3.222630137947943840e-01,9.746512740432232424e-02,-1.222058536191472866e+00
-2.254289809347811868e+00,-9.385366608874590177e-01,-1.626012994018235736e+00,-5.535110273153117655e-01,-1.884361635495477971e+00,-2.022444216630637559e+00,5.581875165308195497e-01
-4.977856166728798493e-01,-9.385366608874590177e-01,1.251769059966051811e+00,-8.430398723665569749e-01,-9.008180588691216961e-01,-9.164045588732675496e-01,2.485795073617250994e-01
1.105979080986844831e+00,-9.385366608874590177e-01,-4.477085309695518212e-01,-1.566861984994667001e+00,-8.429625543616902084e-01,-7.913167404364225277e-01,-1.384305040996428038e-01
1.411458071017268168e+00,1.065488479751462991e+00,-1.304727139949049541e-01,1.328426465517775323e+00,-9.008180588691216961e-01,-2.015860647239225312e+00,1.100001532576734053e+00
-1.261483091748937690e+00,-9.385366608874590177e-01,9.345332429914062766e-01,-4.087466047896902155e-01,-2.065520047799294934e-01,-1.592940788607819236e-01,4.807855142385453751e-01
-4.977856166728798493e-01,-9.385366608874590177e-01,-1.376756280681014077e+00,-1.711626407520288717e+00,-8.140348021079724106e-01,-1.127078779398480224e+00,1.254805537161280293e+00
7.241303434488148838e-01,1.065488479751462991e+00,2.634010833927016293e+00,6.046043528896651864e-01,-1.132240076898853864e+00,-2.712147585148009243e-01,-2.150882563698754080e+00
6.477605959412102710e-01,-9.385366608874590177e-01,-1.059520463706368432e+00,-4.683554847563493190e-02,-9.297458111228396049e-01,-1.890772828802380179e+00,2.493237573837651322e+00
3.422816059107849362e-01,-9.385366608874590177e-01,-1.331436878256064826e+00,-1.204950928680611932e+00,-1.219023333660003372e+00,-1.028325238527286078e+00,1.711775050694509526e-01
1.029609333479237998e+00,1.065488479751462991e+00,-6.516458418818240617e-01,-1.036059102641992302e+00,1.037341342129874722e+00,-8.687481555523970944e-02,2.802845583006739361e+00
2.659118584031802124e-01,-9.385366608874590177e-01,4.813392187419124335e-01,1.111279831729341971e+00,1.695087745183830596e-01,-6.003932280854464842e-01,7.903935234076397975e-01
-1.923066266424554027e-01,-9.385366608874590177e-01,2.320825054046908864e-01,-1.204950928680611932e+00,-5.247572795708087545e-01,-9.032374200904410566e-01,6.355895188230915593e-01
-3.956713162724382477e-02,1.065488479751462991e+00,1.501025773303273469e+00,2.052248578145885460e+00,1.847318405233932204e+00,1.585351809863641881e+00,-4.480385132687377814e-01
-3.956713162724382477e-02,1.065488479751462991e+00,3.000616090421149296e-01,-1.566861984994667001e+00,5.379776550351760001e-02,1.303829743613868775e-01,-2.932345086841895432e-01
1.131723633879679752e-01,1.065488479751462991e+00,-1.757921164198543440e-01,4.598399303640414715e-01,1.153052351144739918e+00,1.539266824123749711e+00,-5.254405155610097911e-01
-2.101550314332602643e+00,-9.385366608874590177e-01,-1.422075683105963329e+00,-2.290684097622774917e+00,-1.566156360704598516e+00,-1.528676512274669053e+00,3.259815096539970813e-01
-1.261483091748937690e+00,1.065488479751462991e+00,-2.211115188448049829e-01,-3.122369900138823873e-01,-1.045456820137704579e+00,-4.950561178228402026e-01,-1.222058536191472866e+00
4.186513534183917695e-01,-9.385366608874590177e-01,-4.930279333945012388e-01,-1.494479773731855143e+00,4.298585448018295008e-01,-2.119626339920844538e-01,2.493237573837651322e+00
9.532395859716332742e-01,1.065488479751462991e+00,1.433046669665851480e+00,1.703110853127982882e-01,-3.511907660485122373e-01,9.746512740432232424e-02,-1.609068547652839021e+00
5.713908484336033267e-01,1.065488479751462991e+00,-7.422846467317227859e-01,6.769865641524750455e-01,-2.354797570336450707e-01,3.162943349019320394e-02,-2.158325063919154241e-01
